,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
1094,ICICI Prudential...,4.0,(449 Reviews),JV,New Delhi + 106 more,29 years old,1k-5k Employees (India)
1095,J B Chemicals An...,4.1,(449 Reviews),Public,"Mumbai,Maharashtra + 42 more",46 years old,1k-5k Employees (India)
1096,Asirvad Microfin...,3.9,(449 Reviews),Private,"Chennai,Tamil Nadu + 129 more",15 years old,5k-10k Employees (India)
1097,Sl Lumax,3.4,(449 Reviews),Public,"Sriperumbudur,Tamil Nadu + 11 more",25 years old,1k-5k Employees (India)
1098,Ebix Software In...,3.4,(449 Reviews),Public,"Atlanta,Georgia + 27 more",46 years old,1k-5k Employees (India)
1099,Caparo Engineeri...,3.8,(449 Reviews),"Gurgaon/Gurugram,Haryana + 32 more",54 years old,51-200 Employees (India),
1100,Volvo,4.1,(3.5k Reviews),Private,"Gothenburg,Gothenburg + 32 more",24 years old,1k-5k Employees (India)
1101,Transsion,4.3,(448 Reviews),Public,Shenzhen + 50 more,16 years old,501-1k Employees (India)
1102,Urban Company,3.6,(448 Reviews),Private,"Gurgaon,Haryana + 33 more",7 years old,1k-5k Employees (India)
1103,Omaxe,4.0,(448 Reviews),Public,"Delhi/NCR,New Delhi + 20 more",33 years old,1k-5k Employees (India)
1104,VA Tech Wabag,4.0,(447 Reviews),Public,"Chennai,Tamil Nadu + 36 more",98 years old,1k-5k Employees (India)
1105,Rallis India,4.3,(446 Reviews),Public,"Mumbai,Maharashtra + 64 more",74 years old,1k-5k Employees (India)
1106,Indira IVF Hospi...,4.1,(446 Reviews),Private,"Udaipur,Rajasthan + 65 more",7 years old,1k-5k Employees (India)
1107,Biba Apparels,4.0,(446 Reviews),Private,Gurgaon + 68 more,36 years old,1k-5k Employees (India)
1108,Gayatri Projects,3.8,(445 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 65 more",59 years old,1k-5k Employees (India)
1109,Bses Rajdhani Po...,3.8,(644 Reviews),Private,"Delhi/NCR,New Delhi + 5 more",21 years old,5k-10k Employees (Global)
1110,Artech Infosyste...,3.6,(444 Reviews),Private,"Morristown,New Jersey + 15 more",30 years old,201-500 Employees (India)
1111,Adani Solar,4.1,(444 Reviews),Public,Ahmedabad + 25 more,7 years old,1k-5k Employees (India)
1112,AIIMS,4.2,(444 Reviews),"Delhi/NCR,New Delhi + 31 more",66 years old,5k-10k Employees (India),
1113,Indira IVF Hospi...,4.1,(444 Reviews),Private,"Udaipur,Rajasthan + 64 more",7 years old,1k-5k Employees (India)
1114,Kohler,3.8,(479 Reviews),Private,"Kohler,Wisconsin + 25 more",149 years old,1k-5k Employees (India)
1115,Saud Bahwan Grou...,3.5,(442 Reviews),Private,Muscat + 16 more,47 years old,201-500 Employees (India)
1116,Amway India Ente...,4.2,(442 Reviews),Private,"Ada Township,Michigan + 72 more",27 years old,1k-5k Employees (India)
1117,United Alliance ...,4.8,(442 Reviews),Pune + 7 more,11-50 Employees (India),,
1118,Federal Bank,4.2,(744 Reviews),Public,"Aluva,Kerala + 86 more",91 years old,10k-50k Employees (India)
1119,Advik Hi Tech,3.6,(441 Reviews),Private,"Pune,Maharashtra + 16 more",22 years old,501-1k Employees (India)
1120,Sri Chaitanya Sc...,4.1,(441 Reviews),Public,Hyderabad + 59 more,36 years old,11-50 Employees (India)
1121,uFaber,3.7,(441 Reviews),Private,"Mumbai,Maharashtra + 13 more",9 years old,501-1k Employees (India)
1122,GKN,4.1,(535 Reviews),Private,"Redditch,Worcestershire + 19 more",37 years old,1k-5k Employees (India)
1123,Investors Clinic,3.9,(440 Reviews),"Noida,Uttar Pradesh + 20 more",13 years old,1k-5k Employees (India),
1124,Qualcomm,4.2,(442 Reviews),Private,"San Diego,California + 12 more",26 years old,10k-50k Employees (India)
1125,Grant Thornton,3.9,(439 Reviews),Private,"Chicago,Illinois + 31 more",98 years old,5k-10k Employees (India)
1126,Wipro Infrastruc...,3.9,(438 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 26 more",46 years old,1k-5k Employees (India)
1127,Rashmi Metaliks,3.7,(438 Reviews),Private,"Kolkata,West Bengal + 17 more",18 years old,10k-50k Employees (India)
1128,Eris Lifescience...,4.1,(437 Reviews),Public,"Ahmedabad,Gujarat + 61 more",15 years old,1k-5k Employees (India)
1129,V5 Global Servic...,3.8,(437 Reviews),Private,"Delhi/NCR,Delhi + 86 more",17 years old,10k-50k Employees (India)
1130,Eli Research,3.3,(437 Reviews),Private,Faridabad + 7 more,31 years old,501-1k Employees (India)
1131,Sandhar Technolo...,3.9,(437 Reviews),Public,"Gurgaon/Gurugram,Haryana + 22 more",35 years old,1k-5k Employees (India)
1132,Tata Starbucks,4.4,(436 Reviews),JV,Seattle + 25 more,51 years old,1k-5k Employees (India)
1133,McNally Bharat E...,3.9,(498 Reviews),Public,"Kolkata,West Bengal + 43 more",61 years old,1k-5k Employees (India)
1134,Lakshmi Machine ...,3.9,(435 Reviews),Public,"Coimbatore,Tamil Nadu + 15 more",60 years old,1k-5k Employees (India)
1135,Central Industri...,4.5,(435 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 55 more",53 years old,1 Lakh+ Employees (India)
1136,Morningstar,4.3,(435 Reviews),Private,"Chicago,Illinois + 9 more",38 years old,1k-5k Employees (India)
1137,Arohan Financial...,4.0,(434 Reviews),Private,"Kolkata,West Bengal + 99 more",16 years old,1k-5k Employees (India)
1138,Signify,4.0,(434 Reviews),Amsterdam + 53 more,92 years old,1k-5k Employees (India),
1139,Dimension Data,4.0,(434 Reviews),Private,"Bryanston,Johannesburg + 48 more",39 years old,1k-5k Employees (India)
1140,GSK Pharmaceutic...,4.3,(434 Reviews),Middlesex + 71 more,192 years old,1k-5k Employees (India),
1141,RAMTeCH Software...,3.8,(433 Reviews),Private,"Noida,Uttar Pradesh + 24 more",30 years old,1k-5k Employees (India)
1142,NeoSOFT,3.4,(432 Reviews),Private,"Mumbai,Maharashtra + 11 more",26 years old,1k-5k Employees (India)
1143,Knight Frank,4.1,(432 Reviews),Private,London + 32 more,126 years old,501-1k Employees (India)
1144,Engineers India,4.4,(432 Reviews),Public,"Delhi/NCR,New Delhi + 44 more",57 years old,1k-5k Employees (India)
1145,ZTE Corporation,4.1,(431 Reviews),Private,"Shenzhen,Guangdong + 44 more",19 years old,1k-5k Employees (India)
1146,bnp paribas indi...,4.0,(431 Reviews),Paris + 7 more,174 years old,10k-50k Employees (India),
1147,TaskUs,3.9,(431 Reviews),Private,"New Braunfels,Texas + 3 more",14 years old,1k-5k Employees (India)
1148,Westside,4.3,(430 Reviews),Private,Mumbai + 71 more,24 years old,5k-10k Employees (India)
1149,Scope Internatio...,4.0,(430 Reviews),Private,Mannheim + 4 more,21 years old,201-500 Employees (Global)
1150,Electrotherm,4.3,(429 Reviews),Public,"Ahmedabad,Gujarat + 19 more",39 years old,1k-5k Employees (India)
1151,EMERSON PROCESS ...,3.9,(701 Reviews),Public,"St. Louis,Missouri + 24 more",132 years old,1k-5k Employees (India)
1152,Holiday Inn,4.2,(428 Reviews),Private,"Memphis,Buckinghamshire + 42 more",70 years old,1k-5k Employees (India)
1153,Mu Sigma,3.4,(428 Reviews),Private,"Northbrook,Illinois + 3 more",18 years old,1k-5k Employees (India)
1154,Skipper,3.7,(428 Reviews),Public,"Kolkata,West Bengal + 38 more",41 years old,1k-5k Employees (India)
1155,Encore Capital G...,4.0,(428 Reviews),Private,"San Diego,California + 1 more",69 years old,1k-5k Employees (India)
1156,Vijaya Diagnosti...,4.1,(427 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 25 more",41 years old,501-1k Employees (India)
1157,Pratap Technocra...,4.0,(427 Reviews),Private,"Jaipur,Rajasthan + 76 more",24 years old,501-1k Employees (India)
1158,Alshaya Group,4.0,(427 Reviews),Private,"Kuwait City,Kuwait + 20 more",132 years old,501-1k Employees (India)
1159,Cult.fit,4.0,(427 Reviews),Private,"Bangalore,Karnataka + 24 more",6 years old,1k-5k Employees (India)
1160,Progressive Info...,3.7,(427 Reviews),Private,"Noida,Uttar Pradesh + 39 more",24 years old,1k-5k Employees (India)
1161,BASF,4.5,(556 Reviews),Private,Ludwigshafen + 56 more,79 years old,10k-50k Employees (India)
1162,First Advantage,3.9,(425 Reviews),Private,"Atlanta,Georgia + 12 more",19 years old,1k-5k Employees (India)
1163,ICCS,3.2,(425 Reviews),Private,"Delhi/NCR,Delhi + 16 more",17 years old,501-1k Employees (India)
1164,Tata 1mg,4.0,(425 Reviews),Private,"Gurgaon,Haryana + 35 more",7 years old,1k-5k Employees (India)
1165,Sharda Motor Ind...,3.8,(425 Reviews),Public,"Delhi/NCR,Delhi + 23 more",36 years old,1k-5k Employees (India)
1166,ArcelorMittal Ni...,4.1,(425 Reviews),"Surat,Gujarat + 24 more",5k-10k Employees (India),,
1167,Government of In...,4.1,(3k Reviews),Govt Organisation,New Delhi + 103 more,72 years old,1 Lakh+ Employees (India)
1168,HBL Power System...,3.8,(424 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 35 more",45 years old,1k-5k Employees (India)
1169,Lea Associates S...,4.3,(424 Reviews),Private,"Delhi/NCR,Delhi + 84 more",29 years old,201-500 Employees (India)
1170,FIITJEE,3.7,(424 Reviews),Private,"Delhi,NCT + 42 more",30 years old,1k-5k Employees (India)
1171,nThrive Global S...,4.0,(423 Reviews),Private,Alpharetta + 6 more,19 years old,501-1k Employees (India)
1172,Micro Turners,3.7,(423 Reviews),Private,"Panchkula,Haryana + 31 more",53 years old,51-200 Employees (India)
1173,Integreon,3.6,(423 Reviews),Private,"Fargo,North Dakota + 6 more",22 years old,1k-5k Employees (India)
